patent_id,section_id,subsection_id,group_id,subgroup_id,category,sequence,text,uuid
6920720,['B'],['B60'],['B60J'],['B60J5/0416'],['inventional'],[0],"A motor vehicle door comprising: a door body formed from a door outer skin and a door inner skin; a wet/dry space partition having a first sealing element; a large surface cut out section in the door inner skin covered by the wet/dry space partition a frame structure which contains a window frame and is connected through at least one fastening part to the door body; and an outer seal proximate to the door inner skin, wherein the wet/dry space partition covers at least in part a fastening region proximate to the door inner skin and a door inside window sill, wherein the first sealing element runs through an overlap region of the wet/dry space partition, and wherein a second sealing element is mounted between the frame structure and the door body and extends at least from an outer contour of the first sealing element of the wet/dry space partition up to the outer seal of the vehicle door.",3370237c-ebc6-11ea-a344-121df0c29c1e
6922981,['A'],['A01'],['A01D'],['A01D2101/00'],['additional'],[3],"Commercial, residential, and recreational power equipment based on a singular motor usable on multiple host implements, where each host implement has a dedicated working piece for performing a particular work task, said power equipment comprising: a. a host implement having a (i) frame, (ii) a mounting block secured to the frame, said mounting block having a hole extending vertically therethrough, (iii) a driven shaft connected to the frame with a first terminus and a second terminus, (iv) a working piece operably attached to the second terminus of the driven shaft, (v) a first self-locating and locking coupler with a coupler terminus having opposed offset spiral ramps, each said spiral ramp extending in opposite directions a half-turn so as to create a stop wall at an end of each spiral ramp wherein said first self-locating and locking coupler is attached to the first terminus of the driven shaft and extends into the hole in the mounting block, and (vi) a first latch component; and b. a demountable motor removably secured to the host implement, said demountable motor having a drive shaft with a second self-locating and locking coupler attached to a terminus thereof, said second self-locating and locking coupler with a coupler terminus having opposed offset spiral ramps, each said spiral ramp extending in opposite directions a half-turn so as to create a stop wall at an end of each spiral ramp wherein said second self-locating and locking coupler is configured to mechanically mate with the first self-locating and locking coupler on the host implement for transferring a rotation force from the drive shaft of the demountable motor to the driven shaft of the host implement for driving the working piece and further having a second latch component for semi-permanently attaching to the first latch component on the host implement, whereby the demountable motor is readily removed from the host implement by an unlatching and lifting action and is capable of being mounted on another host implement for performing another work task.",39a18e6f-ebd2-11ea-a344-121df0c29c1e
6925647,['G'],['G11'],['G11B'],['G11B17/056'],['inventional'],[0],"A disk device composed to execute a load/unload together with a recording medium by making a disk tray advance and retreat in a chassis case, wherein: the disk tray has a front edge and a sidewall disposed substantially perpendicular to the front edge, and an eject/lock mechanism operating together with a self-holding type solenoid is arranged in a front edge corner portion of said disk tray, and a start lever driven by the chassis ease to move relative to the disk tray for changing over the eject/lock mechanism to a lock state extends along the sidewall of the disk tray.",3a897489-ebb6-11ea-a344-121df0c29c1e
6925648,['G'],['G11'],['G11B'],['G11B23/0316'],['inventional'],[0],"A disc cartridge comprising: a disk recording medium in which a data signal is recorded; a cartridge body exhibiting a rectangular shape formed by mating and joining a pair of upper and lower halves at circumferential edges of which are formed rising circumferential walls which are mated to each other to constitute circumferential side walls and, at the same time, in which are formed walls forming accommodating portion which are mated to each other at mating inner surfaces to constitute a recording medium accommodating portion in which said disk-like recording medium is accommodated; openings for recording and reproduction which are formed in upper and lower surfaces of said cartridge body over an area from the vicinity of the center of said cartridge body to a front side of said body; a shutter member which is provided with a shutter portion for opening or closing said opening and which is attached to said cartridge body so that it can move along a front surface of said cartridge body; recess portions for preventing erroneous loading formed on both sides of said cartridge body on the lower half from the front side to the middle toward the back side; and a plurality of fusing portions for mating and fusing together the upper and lower halves at facing surfaces of said upper and lower halves, wherein each of said fusing portions is provided with a mating projection cylindrically formed at one of said upper and lower halves and a mating projection cylindrically formed at another of said upper and lower halves; wherein the mating projections formed at said another of said upper and lower halves include a flat annular end sure, and the mating projections formed at said one of said upper and lower halves include an annular end surface to be connected to said flat annular end surface and a projection which has an arc shape along a part of said annular end surface and which is formed on said annular end surface on said rising circumferential wall side to be fused together with said flat annular end surface to connect the upper and lower halves, wherein said mating projections including said arc shaped projections are provided at positions adjacent to where the rising circumferential walls and the walls forming said accommodating portion intersect and said arc shape is not a complete annular shape and one of said fusing portions for mating and fusing said upper and lower halves is provided at a thin portion having a thickness less than that of said cartridge body formed by mating of said upper and lower halves at a front side of said opening formed in said cartridge body and at substantially a center of said cartridge body and another plurality of said mating projections including said arc shaped projections are formed at one of said upper and lower halves at positions corresponding to the corners of the cartridge body and said arc shape is a complete annular shape.",07f7d725-ebcf-11ea-a344-121df0c29c1e
6925649,['H'],['H04'],['H04N'],['H04N21/8166'],['inventional'],[12],"A method for the mass customization of digital television broadcasts comprising: transmitting a digital television broadcast comprising a plurality of sub-streams; transmitting, via said sub-streams, a plurality of television commercials in the form of dormant software applications, wherein said dormant applications are tagged with content keywords indicative of the content of said commercials; and transmitting, via said sub-streams, a generic time-stamped trigger to a dispatching application that selects, based on said content keywords, which dormant application to trigger, said dispatching application thereafter converting the generic trigger into a chosen-ad trigger targeted at the selected dormant application, said selected dormant application thereafter executing for display on a client-side display at the time indicated by said generic time stamp.",0068c9d5-ebb6-11ea-a344-121df0c29c1e
6933468,['B'],['B23'],['B23K'],['B23K35/406'],['inventional'],[2],"An aluminum metal-core weld wire for producing aluminum weld deposits, the weld wire comprising a sheath and a core, the sheath being aluminum or aluminum alloy and the core containing a composition which includes metal powders or metal alloy powders, the wire containing less than 5% by weight of elements that are not metals or metalloids.",1ccdc488-ebb8-11ea-a344-121df0c29c1e
6933471,['F'],['F23'],['F23Q'],['F23Q7/22'],['inventional'],[0],"A ceramic igniter comprising: one or more electrical connections to the igniter element, the one or more electrical connections and igniter element having thereon a ceramoplastic hermetic sealant material, wherein the hermetic sealant material is stable upon exposure to 600�� C. for at least 0.5 minu",2c30c78b-ebb8-11ea-a344-121df0c29c1e
6933472,['F'],['F24'],['F24C'],['F24C15/325'],['inventional'],[0],"A convection oven, comprising: an insulated housing having rear and side walls and a front wall having an access door, said housing defining a cooking cavity; a squirrel-cage fan mounted within said cavity adjacent one of said walls of said housing, said fan having an internal concave plate on a side thereof adjacent said wall, said plate being disposed coaxially with an axis of rotation of said fan and having a plurality of holes therethrough, a baffle plate mounted within said cavity parallel to, and spaced away from, the wall mounting said fan, said baffle plate having a central opening registering on said fan, said fan being disposed between said plate and said housing wall; and an electrical coil heater surrounding said fan and disposed between said plate and said wall for heating air radially expelled by said fan.",1150f42a-ebbc-11ea-a344-121df0c29c1e
6933473,['A'],['A47'],['A47J'],['A47J37/044'],['inventional'],[2],"An air impingement oven comprising: a conveyor that conveys a food product between a first port and a second port; an air impingement assembly disposed between said first port and said second port, said air impingement assembly arranged to provide a plurality of jets of air in a direction toward said food product, said air for convection heating of said food product; a fan blower; and a heater for heating said air, wherein said air impingement assembly comprises an air direction plate having a plurality of different shaped orifices disposed therein suitable for providing a plurality of different jets of heated air for cooking said food product.",2f297934-ebc0-11ea-a344-121df0c29c1e
6933474,['Y'],['Y10'],['Y10T'],['Y10T307/469'],['additional'],[4],"A power control system for an electric heating element, the control system comprising: a communication bus; a controller connected to the communication bus; a variably resistive device connected to the controller; a digital display connected to the controller; and a power unit connected to the communication bus, the power unit haying a power output; wherein the variably resistive device controls a level of the power output, and wherein a relationship between rotation of the first variably resistive device and the level of the power output is nonlinear.",11baa36b-ebc2-11ea-a344-121df0c29c1e
6933478,['H'],['H05'],['H05B'],['H05B2203/014'],['additional'],[4],"An electric heating device comprising: a. a center rectangular panel with a width of approximately 3�� inches to 4�� inches and a length of approximately 14 inches to 16 inches, formed of front and back panels of a suitable fabric material, with a heating element sandwiched therein; b. two triangular side panels, formed of front and back panels of the same fabric material as the rectangular panel, each with two straight-cut edges of equal lengths of approximately 11 inches to 13 inches and one curved edge that is cut in an arch of a normal curvature of a normal, at rest, adult having the same length as the length of the rectangular center panel, with heating elements sandwiched within each triangular side panel, with the curved edges of the triangular side panels attached to each of the 14 inches to 16 inch edges of the rectangular panel, to create a curved, scoop-like, three dimensional structure; c. said heating elements that transverse throughout each of said rectangular and triangular side panels al parallel lines, interconnected at only one end of a attachment of said rectangular and triangular side panels, allowing full ��drapability�� of the completed device; d. an electrical connection from said heating elements to a power source, and a manual control in said electrical connection including on-off positions and two or more heat s",18af3b4c-ebbc-11ea-a344-121df0c29c1e
6933481,['A'],['A47'],['A47F'],['A47F3/0404'],['inventional'],[2],"An apparatus comprising: a food storage unit sized to contain a plurality of food items; a food preparation unit removably attached to the food storage unit; and a modular shell removably attached to at least one of the food storage unit and the food preparation unit, the modular shell removably extending around at least one of the food storage unit and the food preparation unit and enclosing at least a majority of at least one side of the food storage unit or the food preparation unit so that the food storage unit and the food preparation unit appear to be substantially coextensive with each other and appear to form a integral unit.",3a922def-ebb7-11ea-a344-121df0c29c1e
6933488,['H'],['H04'],['H04N'],['H04N5/359'],['inventional'],[0],"A photosensor element, comprising: a photosensor, located to receive incoming light, and to create photo carriers based on said incoming light, said photosensor having a first capacitance per-unit area; and a storage capacitance, selectively coupled to said photosensor, and having a second capacitance per-unit area which is at least two orders of magnitude larger than the first capacitance per unit area of the photodiode.",1cdcc6ee-ebb7-11ea-a344-121df0c29c1e
6933490,['G'],['G01'],['G01D'],['G01D5/268'],['inventional'],[0],"A method for optical measuring systems, comprising a sensor element connected to a measuring and control unit via one single optical fiber and being adapted for providing a signal corresponding to a measurement of a physical parameter influencing the sensor element, said method comprising the steps of: generation of a measuring signal that is brought to come in towards the sensor element, and detection of said measuring signal in the measuring and control unit by a single detector, after influencing the measuring signal in the sensor element, partial reflection of the measuring signal at a point along the one single optical fiber, located at a predetermined distance from the sensor element, detection of the intensity of the signal corresponding to said partially reflected measuring signal by said single detector, and determination of a measurement of said parameter based upon the intensity of the partially reflected signal and the intensity of the measuring signal.",1e842b42-ebb9-11ea-a344-121df0c29c1e
6933491,['H'],['H04'],['H04B'],['H04B10/2589'],['inventional'],[4],"A system for monitoring at least one parameter, comprising: an optical source coupled to at least one forward optical waveguide for transmitting incident light onto the forward optical waveguide; an optical detector coupled to at least one return optical waveguide for receiving reflected light from the return optical waveguide; at least one optical circulator remotely deployed from at least the optical source, wherein the forward optical waveguide and the return optical waveguide are coupled to the circulator; and at least one fiber-optic based sensor coupled to the circulator and responsive to the parameter, wherein the sensor is deployed down a borehole within the earth, is interrogated by the incident light, and produces the reflected light.",37988360-ebb8-11ea-a344-121df0c29c1e
6933493,['H'],['H01'],['H01L'],['H01L2224/8592'],['additional'],[3],"An image sensor, comprising: a substrate having an upper surface, a lower surface, and a slot penetrating through the substrate from the upper surface to the lower surface, the upper surface being formed with a plurality of first connection points, and the lower surface being formed with a plurality of second connection points; a metal sheet attached to the lower surface of the substrate and located under the slot of the substrate to form a cavity together with the slot of the substrate; a photosensitive chip formed with a plurality of bonding pads, the photosensitive chip being arranged within the cavity and mounted to the metal sheet; a plurality of wires for electrically connecting the bonding pads of the photosensitive chip to the first connection points of the upper surface of the substrate; and a transparent layer arranged on the upper surface of the substrate to cover the photosensitive chip so that the photosensitive chip may receive optical signals passing through the transparent layer.",17c783d1-ebb9-11ea-a344-121df0c29c1e
6933495,['H'],['H05'],['H05H'],['H05H3/02'],['inventional'],[0],"A 3-grid neutral beam source comprising: a plasma generating chamber; a grid assembly including first to third grids, which are sequentially overlapped with each other by interposing an insulation material therebetween for obtaining a great amount of ion flux at a low ion energy; and a reflective member for converting an ion beam into a neutral beam by reflecting the ion beam; wherein the first grid is connected to a positive voltage power supply, the second grid is connected to a ground, and the amount of ion flux is increased due to a potential difference between the first and second grids.",2cffbd9b-ebc7-11ea-a344-121df0c29c1e
6933496,['G'],['G01'],['G01N'],['G01N27/622'],['inventional'],[0],"An ion mobility sensor for simultaneously detecting both ion and molecules, including: a hollow housing; a glow discharge ionizer mounted to one end of said hollow housing, wherein said glow discharge ionizer includes a hollow tube and a pointed member coaxially mounted in said hollow tube; a glow discharge detector mounted to an opposite end of said hollow housing, wherein said glow discharge detector includes a hollow tube and a pointed member coaxially mounted in said hollow tube; said hollow tube of each of said glow discharge ionizer and said glow discharge detector is mounted in opposite ends of said hollow housing, and said glow discharge ionizer and said glow discharge detector are coaxially mounted in said housing and are coaxially aligned one with another; and a pair of conductive members mounted around said hollow tubes of said ionizer and said detector, in contact with opposite ends of said hollow housing, and operatively connected to a power supply.",0f5f9af4-ebce-11ea-a344-121df0c29c1e
6933500,['H'],['H01'],['H01J'],['H01J37/05'],['inventional'],[1],"An electron microscope comprising: an electron beam source for emitting an electron beam; an energy filter having an energy dispersion section for dispersing the electron beam according to electron energies, and a slit for selecting the electron beam dispersed by the energy dispersion section; an energy filter control unit; an objective lens; and an energy filter electron beam detector for detecting an amount of the electron beam selected by the energy filter, wherein the energy dispersion section is adapted selectively to turn on and off, the slit is disposed in a trajectory of the electron beam dispersed by the energy dispersion section and the electron beam bypasses the slit when the energy dispersion section is turned off, and wherein the energy filter control unit is able to adjust one of the trajectory of electron beam and a position of the slit according to a signal, which is generated as a result of cyclically shifting an area on the slit illuminated by the electron beam and detected by the energy filter electron beam detector, while the energy dispersion section is turned on.",2ca6c9f2-ebb9-11ea-a344-121df0c29c1e
6933504,['G'],['G01'],['G01N'],['G01N2223/419'],['additional'],[7],"A method of manufacturing a CT detector comprising the steps of: forming a scintillator array having a plurality of scintillators; forming a photodiode array having a plurality of photodiodes; depositing an open-celled collimator between the scintillator array and the photodiode array; and securing the scintillator, the open-celled collimator, and the photodiode array to one another, wherein the steps of forming the scintillator array and depositing an open-celled collimator include the steps of: mounting a block of scintillator material onto a dissolvable substrate; dicing through the block and the dissolvable substrate to form a plurality of voids; casting reflector material into the plurality of voids; and dissolving the dissolvable substrate to form the open-celled collimator.",20d61ba3-ebb9-11ea-a344-121df0c29c1e
6933506,['H'],['H01'],['H01J'],['H01J47/02'],['inventional'],[0],"A microstrip gas chamber comprising: a gas volume; an electrically insulating substrate having a front surface which faces said gas volume; cathodes and anodes alternately provided on said front surface of the substrate; readout electrodes provided on a rear surface of the substrate to intersect said cathodes and anodes; a high voltage source for establishing a potential difference between the cathode and anode; and a plurality of unitary regions provided on said front surface, and said unitary regions retaining charge thereon so as to induce a signal on said rear surface of the substrate.",2c16c106-ebb8-11ea-a344-121df0c29c1e
6933512,['G'],['G01'],['G01N'],['G01N23/04'],['inventional'],[1],"A charged particle beam instrument comprising: a charged particle beam source for producing a charged particle beam having a probe current; a first focusing means for focusing the charged particle beam and varying the probe current of the charged particle beam impinging on a specimen; a second focusing means for varying the degree of focus of said charged particle beam impinging on the specimen; a first control portion for controlling said first focusing means; a second control portion for controlling said second focusing means; a detection aperture for intercepting a part of the current of the charged particle beam at the outer portion of the charged particle beam, the remainder of particle beam passing the aperture detector impinging the specimen; and means associated with said detection aperture for producing a detected signal, such that in response to said detected signal the first control portion for said first focusing means maintains constant the probe current of the charged particle beam impinging on the specimen and the second control portion for said second focusing means adjusts the focus of said charged particle beam.",0b022d8e-ebc5-11ea-a344-121df0c29c1e
6933513,['G'],['G03'],['G03F'],['G03F7/70858'],['inventional'],[2],"A lithographic projection apparatus, comprising: a radiation system constructed and arranged to supply a projection beam of radiation; a first object table to hold a mask; a second object table to hold a substrate; a projection system constructed and arranged to image an irradiated portion of the mask onto a target portion of the substrate; a gas supply, comprising an inlet, and constructed and arranged to supply a substantially laminar flow of flushing gas across at least a part of a path of said projection beam to displace ambient air therefrom, said flushing gas being substantially non-absorbent of said radiation of said projection system; and a turbulence reducing structure disposed prior to said inlet through which the gas is passed prior to flowing across the part of the path of the projection beam.",25d12af6-ebd4-11ea-a344-121df0c29c1e
6933523,['H'],['H01'],['H01L'],['H01L2223/5442'],['additional'],[1],"An alignment aid for a semiconductor device, the alignment aid comprising: a first area having a first level of reflectivity; a second area adjacent to the first area and having a second level reflectivity that is less than the first level of reflectivity, wherein the second area includes at least one interconnect layer; and wherein the at least one layer of tiles is located directly over active circuitry of the semiconductor device.",28d13807-ebcb-11ea-a344-121df0c29c1e
6933530,['B'],['B82'],['B82Y'],['B82Y10/00'],['inventional'],[1],"An MTJ MRAM cell comprising a thin-film silicon p-n junction diode, wherein said p-n junction diode further comprises: a metal layer, a layer of pulsed laser treated amorphous silicon having a p-type dopant on said metal layer, and a fractional layer of pulsed laser electrically activated n-type dopant disposed within said pulsed laser treated amorphous silicon so as to form an n + -p junction on said metal layer.",2c5fa953-ebc1-11ea-a344-121df0c29c1e
6933532,['H'],['H01'],['H01L'],['H01L27/3269'],['inventional'],[1],"An OLED display, comprising: a) a transparent electrode; b) a reflective electrode having a transparent window; c) a light emissive layer disposed between the transparent electrode and the reflective electrode; and d) a photosensor located under the transparent window of the reflective electrode to sense light produced by the light emissive layer.",2efdf77b-ebb6-11ea-a344-121df0c29c1e
6933535,['H'],['H01'],['H01L'],['H01L33/505'],['inventional'],[0],"A structure comprising: a semiconductor light emitting device capable of emitting first light having a first peak wavelength; and a wavelength converting layer overlying the semiconductor light emitting device, the wavelength converting layer being capable of emitting second light having a second peak wavelength; wherein a color of combined light emitted by the semiconductor light emitting device and the wavelength converting layer is essentially the same as a color of the first light.",139c30c1-ebb9-11ea-a344-121df0c29c1e
6933542,['H'],['H01'],['H01L'],['H01L29/7783'],['inventional'],[2],"A field-effect transistor comprising: a first compound semiconductor layer through which carriers travel; a second compound semiconductor layer for supplying carriers to the first compound semiconductor layer, said second compound semiconductor layer being formed on the first compound semiconductor layer; a third compound semiconductor layer formed on the second compound semiconductor layer; and a gate electrode forming a Schottky junction with the third compound semiconductor layer, said gate electrode being formed on the third compound semiconductor layer, wherein at least the upper part of the third compound semiconductor layer is made of indium gallium phosphate having a broken natural superlattice and a set thickness of a predetermined value or less.",180f3086-ebc4-11ea-a344-121df0c29c1e
6933574,['H'],['H01'],['H01L'],['H01L27/3246'],['inventional'],[1],"A method of fabricating an organic electroluminescent display device, comprising steps of: forming a switching thin film transistor and a driving thin film transistor electrically interconnected on a first substrate; forming a connecting electrode electrically contacting the driving thin film transistor; forming a first electrode on a second substrate; forming a partition wall on the first electrode to have a transmissive hole corresponding to a pixel region between the first and second substrates; forming an organic layer on the first electrode within the transmissive hole; forming a second electrode on the organic layer; and bonding the first and second substrates together, wherein the connecting electrode electrically contacts the second electrode.",01b6401b-ebb8-11ea-a344-121df0c29c1e
6933577,['H'],['H01'],['H01L'],['H01L29/66636'],['inventional'],[7],"An integrated circuit (IC) including a plurality of field effect transistors (FETs) disposed on a semiconductor substrate, each of said FETs comprising: a silicon device channel; a gate disposed above said silicon device channel; a source/drain extension laterally formed less than 100 ? thick on an angled undercut following a silicon crystal ( 111 ) crystallographic plane and disposed at said each end of said silicon device channel; and a portion of a low resistance material layer forming a smooth interface with and directly contacting a corresponding said source/drain extension.",2815ee22-ebb6-11ea-a344-121df0c29c1e
6933578,['H'],['H01'],['H01L'],['H01L27/1104'],['inventional'],[2],"A semiconductor storage device, comprising: a first driver transistor having a gate and a drain; a second driver transistor including: a drain coupled to the gate of the first driver transistor; and a gate coupled to the drain of the first driver transistor; a first load transistor coupled to the first driver transistor in series, a gate of the first load transistor being coupled to the gate of the first driver transistor; a second load transistor coupled to the second driver transistor in series, a gate of the second load transistor being coupled to the gate of the second driver transistor; a first transfer gate including: a source coupled to the drain of the first driver transistor; a drain coupled to a first bit line; and a gate coupled to a word line; a second transfer gate including: a source coupled to the drain of the second driver transistor; a drain coupled to a second bit line; and a gate coupled to the word line; a reading-out transistor coupled to the second load transistor in series, a gate of the reading-out transistor being coupled to the gate of the second load transistor; a first gate contact region disposed between the first driver transistor and the first load transistor, and for establishing contact with the gates of the first driver transistor and the first load transistor; a second gate contact region disposed on a side of the reading-out transistor, and for establishing contact with the gates of the second driver transistor, the second load transistor, and the reading-out transistor; and a dummy gate contact region disposed between the second driver transistor and the second load transistor, and provided corresponding to the first gate contact region.",24202e3c-ebc1-11ea-a344-121df0c29c1e
6933580,['H'],['H01'],['H01L'],['H01L21/28061'],['inventional'],[1],"A semiconductor structure comprising: a polysilicon layer; a barrier layer above the polysilicon layer, the barrier layer comprising tungsten silicide having tungsten-rich areas, the tungsten-rich areas forming tungsten oxynitride in the presence of oxygen and nitrogen, wherein the tungsten oxynitride expands relative to the barrier layer to extend outwardly from the sides of the barrier layer to form tungsten oxynitride extrusions, wherein the barrier layer has substantially etched tungsten oxynitride extrusions formed on the side thereof; a conductive layer above the barrier layer, the conductive layer comprising titanium silicide having titanium-rich areas, the titanium-rich areas forming titanium oxynitride in the presence of oxygen and nitrogen, wherein the titanium oxynitride expands relative to the conductive layer to extend outwardly from the sides of the conductive layer to form titanium oxynitride extrusions, wherein the conductive layer has substantially etched titanium oxynitride extrusions formed on the side thereof; and a cap above the conductive layer.",02cf3cd6-ebc2-11ea-a344-121df0c29c1e
6933581,['H'],['H01'],['H01Q'],['H01Q1/2283'],['inventional'],[0],"A semiconductor chip applicable to a terahertz electromagnetic-wave device for generating and detecting terahertz electromagnetic waves, said semiconductor chip comprising: a single crystal semiconductor substrate; and a Group III-V compound semiconductor layer provided on said single crystal semiconductor substrate, said Group III-V compound semiconductor layer having a first main surface facing said single crystal semiconductor substrate and a second main surface opposed to the first main surface, wherein, in the second main surface side of said Group III-V compound semiconductor layer, the concentration of Group V atoms is higher than the concentration of Group III atoms, and said Group III-V compound semiconductor layer includes oxygen.",35ccea7c-ebcf-11ea-a344-121df0c29c1e
6933591,['H'],['H01'],['H01L'],['H01L2924/0002'],['additional'],[1],"A fuse formed on an integrated circuit substrate, comprising: a fuse link that is programmed by applying a programming current; and at least one heat sink structure, wherein when the programming current is being applied, at least part of the at least one heat sink structure carries heat from the fuse link to the integrated circuit substrate without carrying current, wherein the at least one heat sink structure comprises two separate heat sinks located at respective ends of the fuse link.",02e9828c-ebb7-11ea-a344-121df0c29c1e
6938715,['B'],['B60'],['B60R'],['B60R21/2342'],['additional'],[2],"A hood structure of a motor vehicle, comprising: a collision detector that detects a collision at a forward portion of the vehicle; a lifter that raises a vehicle longitudinal-direction central portion of the hood upon receiving a signal from the collision detector; a weakened portion which serves as an origin of bending, provided in a longitudinal-direction central portion of a skeleton portion of the hood, the skeleton portion extending in a longitudinal direction; and a mechanism that connects a rear end portion of the hood to a vehicle body, and that moves a connected portion between the hood and the vehicle body forward relative to the vehicle when the hood is bent by an operation of the lifter.",318dd3d1-ebbd-11ea-a344-121df0c29c1e
6938717,['B'],['B60'],['B60K'],['B60K28/14'],['inventional'],[1],"For use on a motor vehicle having front and rear wheels, a level detector that is responsive to the elevation of the front wheel of the motor vehicle off the ground; and an electrical engine control circuit within which said level detector is connected to control the operation of the engine of the motor vehicle, said level detector having an open circuit condition by which to disable said electrical engine control circuit when each of the front and rear wheels of the motor vehicle is in contact with the ground, and said level detector having a closed circuit condition by which to complete said electrical engine control circuit when the front wheel of the motor vehicle is lifted above the ground during an acceleration for causing the engine speed of the motor vehicle to slow and the acceleration of the motor vehicle to be correspondingly reduced, whereby the front wheel of the motor vehicle will return to the ground to prevent the motor vehicle from flipping over.",36aaa36f-ebba-11ea-a344-121df0c29c1e
6938722,['F'],['F16'],['F16H'],['F16H7/1281'],['additional'],[3],"An electric power steering apparatus comprising an electric motor for producing a steering assist force, further comprising: a speed reducing mechanism for decelerating a rotation of a rotatable shaft in the electric motor; and a converting mechanism for converting an output rotation of the speed reducing mechanism into an axial movement of a steering shaft extending toward right and left sides of a vehicle, the speed reducing mechanism comprising an input pulley driven by the electric motor, an output pulley arranged with the steering shaft enclosed thereby, a belt for connecting the input pulley and the output pulley, and means for adjusting a tension of the belt; wherein the means for adjusting the tension includes means for changing a center-to-center distance between the input pulley and the output pulley; wherein the means for changing the center-to-center distance includes a guiding mechanism for relatively guiding the first housing for holding the input pulley and the second housing for holding the steering shaft in a predetermined guiding direction in which the center-to-center distance can be changed; and wherein the predetermined guiding direction includes a direction perpendicular to a plane including center lines of the input pulley and the output pulley.",2cfd6973-ebbb-11ea-a344-121df0c29c1e
6938728,['F'],['F02'],['F02M'],['F02M35/1255'],['inventional'],[3],An air induction system comprising: an air duct; a tuning tube supported by said air duct wherein said air duct includes a main body portion with a shoulder portion transitioning into said tuning tube and wherein said main body portion includes an internal surface defining an inner cavity and an external surface including said shoulder portion with said shoulder portion having a greater diameter than said tuning tube; a resonance chamber engaging said air duct at an attachment interface wherein said tuning tube is at least partially received within said resonance chamber; and a weld area formed at said attachment interface for securely attaching said air duct to said resonance chamber wherein said resonance chamber directly abuts against said external surface of said shoulder portion at said attachment interface with said attachment interface being formed solely between said shoulder portion and said resonance chamber.,135c14f7-ebd0-11ea-a344-121df0c29c1e
6938730,['E'],['E06'],['E06C'],['E06C1/397'],['inventional'],[0],"An adjustable height workhorse, comprising: a generally rectangular, flat base board having a top surface, a bottom surface, and two ends; a support frame disposed on the top surface of said base board having a plurality of vertically disposed posts, a plurality of height adjustment bars horizontally disposed across said posts on either side of said frame, a plurality of cross boards disposed across the back of said frame and a guard rail horizontally disposed across the front of said frame; a plurality of wheel assemblies disposed on the bottom surface of said base board each having a wheel, a wheel mount, and a wheel lock; a plurality of braces including a pair of outer braces and a central brace extending outwardly from the back of said frame; each one of said plurality of braces including an elongate body having a top end, a bottom end, a brace wheel mounted to mounted to the bottom end by a brace wheel mount, and a mounting projection disposed on the top end releasably mounting the braces adjacent to the top of the support frame; and a platform, horizontally disposed across said frame and being supported by the plurality of height adjustment bars, said platform including a generally rectangular, flat top board and a plurality of rails disposed along the length of the bottom surface of the top board.",1ea0074e-ebb7-11ea-a344-121df0c29c1e
6938733,['B'],['B66'],['B66B'],['B66B5/027'],['inventional'],[1],"An emergency current supply equipment for a lift installation having an electric motor drive and a lift cage, the equipment comprising an electrical energy storage unit comprising super capacitors for bridging over temporary drops or interruptions in mains voltage for ensuring performance of an evacuation travel in the event of a failure at a mains supply during a lift travel by supplying energy to all electrical components of the lift installation which participate in the evacuation travel until such time as the lift cage has reached a level of a story; a frequency converter for regulating travel speed of the lift, the frequency converter having a direct voltage intermediate circuit; the electrical energy storage unit being coupled to the intermediate circuit such that the electrical energy storage unit is both charged by the intermediate circuit and the electrical energy storage unit supplies stored energy beck to the intermediate circuit as needed; and a power flow regulator is interposed between the intermediate circuit and the energy storage unit for controlling energy flow therebetween.",07c518ef-ebcf-11ea-a344-121df0c29c1e
6938736,['F'],['F16'],['F16D'],['F16D2121/24'],['additional'],[1],"An electric parking brake mechanism, for pressing a friction member to a braked member via a force transmission converting mechanism for converting a rotational movement of an electric motor to a linear movement, comprising: an input shaft connected to a side of the electric motor; an output shaft connected to a side of the brake mechanism for pressing the friction member to the braked member, and a cam mechanism interposed between the input shaft and the output shaft, wherein the cam mechanism includes a plurality of cam members each having a cam face a radius of which is gradually increased relative to a rotational center, the parking brake mechanism having a configuration wherein the input shaft is not driven by the electric motor, the output shaft is driven by a force from the friction member, and all of the plurality of cam members have been operated to move to sides of large diameters to hamper rotation of the output shaft.",2ff2aaa2-ebb6-11ea-a344-121df0c29c1e
6938742,['B'],['B60'],['B60M'],['B60M1/305'],['inventional'],[0],"A conductor rail fishplate assembly for joining two adjacent conductor rails comprising: two plates generally symmetric about a center of the rails and adapted to overlap the exterior of the conductor rails, a fastener adapted to tension the plates against each other and disposed exterior of the conductor rails, and electrical contact strips having a plurality of spring-loaded contacts adapted to be arranged between the plates and the conductor rails, wherein the plates include a groove for engaging one crosspiece of the conductor rail the contact strips being arranged in said grove, wherein the plates further include a head having a hole, a center portion, and a crosspiece connected to said center portion, the crosspiece having a thinner cross-section than the center portion, and the center portion and the crosspiece being spaced from the conductor rail.",079e5ecc-ebb6-11ea-a344-121df0c29c1e
